,20,25,30,35,40,45,50,55,60,65,70,75,80,85
1,-41.57043029680863,-36.984494782335865,-32.89135406422513,-28.03632053013691,-23.515580436273225,-20.130157513529998,-18.32351102592795,-14.879623303024324,-12.122067979285832,-8.468916718081033,-5.757104766540539,-1.0044774560028564,0.47577255085324194,6.1312648228071795
2,-38.474142294720835,-33.90645262461915,-30.21385467678607,-25.058531425426697,-21.107785962887885,-17.89358933080658,-14.897543400024343,-12.096984486058489,-8.854080132176188,-6.047378922890685,-2.9082467728733095,0.7483682304225215,2.526789227249142,8.018479142219466
3,-36.68315155564099,-32.2508085590427,-28.32213784960586,-23.649347314804608,-19.385531833911042,-16.33409614149826,-13.408013874231271,-10.281679326272045,-7.679818383127461,-4.897483638659483,-1.5403598483797893,1.6736276979937783,3.7149867110716777,8.713435028369284
4,-35.32105340315165,-30.808803219772063,-27.02336842166027,-22.2780666496224,-18.140950434573206,-15.052615115392111,-12.376401936941447,-9.19335453294142,-6.797798342898651,-4.049055152696874,-0.5389064995626941,3.128821906575094,4.6900660258391165,9.996840247190951
5,-34.28192100137479,-29.77759755640859,-25.80834942631932,-21.38623132764387,-17.1431806865144,-13.973608022641267,-11.384057671263012,-8.226942991878069,-5.927039892640029,-3.3060951431821506,0.3130182330458098,4.040812298320564,5.482986599864202,10.327105691599833
6,-33.263318368313996,-29.01415219059645,-24.818660268725083,-20.279019013209314,-16.465689803244203,-13.126607284805583,-10.560997031092008,-7.292206432962744,-5.123248653853603,-2.5968338057672224,0.9616992429782256,4.552140442256231,6.261060176306553,11.034743400355243
7,-32.516899500702024,-28.35133909037085,-24.038064749918345,-19.473992292394755,-15.795772054741608,-12.530523999429594,-9.720067702272178,-6.588210766721114,-4.183742499118629,-1.8927073777385248,1.626839552135425,5.123422366074977,6.808459553283983,11.349550295016973
8,-31.740625267021542,-27.688556286441774,-23.354873379497505,-18.83746415604297,-14.928843105756417,-11.969582645376796,-9.032681981925636,-5.958165799188386,-3.4526248543107303,-1.0288056072737914,2.319414177493496,5.728160617746985,7.190853347991286,11.664198835863328
9,-31.051877686048883,-26.971791585576625,-22.655817823657518,-18.382424018224008,-14.35786934008889,-11.325264088550064,-8.462714130673708,-5.32575455625459,-2.842190668565858,-0.5114554932927788,2.8927710813660705,6.224449897604872,7.740780903562463,12.062405327016279
